,Ticker,ROE_Mar-25,ROCE_Mar-25,ROE_Mar-24,ROCE_Mar-24,ROE_Mar-23,ROCE_Mar-23,ROE_Mar-22,ROCE_Mar-22,ROE_Mar-21,ROCE_Mar-21,ROE_Mar-20,ROCE_Mar-20,ROE_Mar-19,ROCE_Mar-19,ROE_Mar-18,ROCE_Mar-18,ROE_Mar-17,ROCE_Mar-17,ROE_Mar-16,ROCE_Mar-16,ROE_Mar-15,ROCE_Mar-15,ROE_Mar-14,ROCE_Mar-14,ROE_Mar-13,ROCE_Mar-13,ROE_Mar-12,ROCE_Mar-12,ROE_Mar-11,ROCE_Mar-11,ROE_Mar-10,ROCE_Mar-10,ROE_Mar-09,ROCE_Mar-09,ROE_Mar-08,ROCE_Mar-08,ROE_Mar-07,ROCE_Mar-07,ROE_Mar-06,ROCE_Mar-06,ROE_Mar-05,ROCE_Mar-05,Unnamed: 0
84,ASTRAL.NS,15.74,21.0,17.59,23.49,16.72,23.36,20.18,26.88,19.88,27.11,15.09,19.9,12.27,18.75,12.56,11.31,12.76,11.09,9.82,8.23,11.25,9.26,24.62,18.99,24.73,18.97,21.55,15.84,22.76,18.49,23.97,17.88,15.5,10.63,21.7,17.24,13.73,11.02,31.77,14.11,25.67,10.75,85
85,ASTRAMICRO.NS,13.15,20.84,11.67,17.4,11.73,18.06,6.83,11.4,4.26,9.35,8.65,12.82,2.49,5.01,12.09,17.42,13.34,11.52,14.17,12.03,20.93,18.09,21.1,18.3,18.51,16.73,19.38,16.94,12.85,11.7,5.57,4.7,11.74,9.41,18.35,13.21,30.84,24.35,54.79,41.16,46.49,32.07,86
86,ASTRAZEN.NS,15.02,31.23,22.68,28.34,16.86,29.11,12.04,16.03,20.45,27.2,19.81,30.36,18.1,23.99,10.49,17.27,8.99,15.76,3.37,3.34,-13.82,-13.73,-0.29,-8.07,-89.75,-89.31,10.44,10.41,35.68,34.98,,,,,,,,,,,,,87
87,ATFL.NS,-7.7,0.16,1.93,2.53,3.08,4.6,5.66,7.35,6.98,9.52,8.32,9.77,9.02,13.21,9.3,13.85,8.91,13.89,6.93,11.4,11.89,11.2,15.27,14.43,17.02,16.3,17.32,16.57,17.9,17.06,16.68,16.29,16.06,15.69,14.54,14.02,16.08,14.72,5.59,4.49,0.08,0.06,88
88,ATGL.NS,15.48,15.88,18.32,20.85,18.03,23.04,20.76,24.68,24.17,28.42,29.46,31.05,20.57,30.27,16.04,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,89
89,ATLANTA.NS,18.96,11.68,18.08,26.3,-14.29,-3.61,-81.13,10.31,-2.11,-0.31,-2.18,0.35,-0.64,1.48,-5.62,2.82,17.22,19.38,0.89,0.56,12.63,6.44,12.59,5.65,5.98,3.22,6.85,3.58,17.46,9.46,19.94,12.16,11.01,5.93,9.64,5.22,12.6,6.31,24.38,8.4,14.51,3.14,90
90,ATUL.NS,8.23,10.97,7.55,9.75,12.03,15.55,14.07,18.18,16.99,21.66,20.84,25.33,16.17,23.28,12.3,17.19,14.85,20.44,17.23,15.98,21.4,18.9,25.35,19.42,20.79,14.37,16.45,10.84,19.62,12.8,15.19,7.47,10.94,4.8,11.74,5.09,10.12,5.32,31.25,16.16,9.33,3.75,91
91,ATULAUTO.NS,,,3.35,4.77,1.33,3.43,-9.25,-8.52,-3.47,-3.98,17.27,22.13,20.54,31.37,21.05,31.06,20.1,29.73,30.65,29.61,33.51,32.0,31.53,29.54,34.88,31.77,27.79,37.66,23.35,30.94,13.48,8.41,2.63,1.68,4.67,2.59,12.04,7.36,17.79,10.74,15.06,11.47,92
92,AURIONPRO.NS,8.16,9.95,6.41,9.48,14.22,18.51,11.01,14.75,-11.46,12.13,4.35,10.26,15.15,19.61,6.05,12.22,5.38,13.52,2.91,2.81,2.68,2.61,8.42,8.35,4.2,3.82,5.0,4.43,6.3,5.9,1.68,1.34,8.29,6.56,14.31,9.99,12.47,10.54,13.54,13.31,22.74,22.17,93
93,AUROPHARMA.NS,8.5,12.27,9.9,12.98,6.86,9.47,8.49,9.92,19.54,25.69,14.37,19.87,13.47,19.25,18.15,23.86,20.23,25.92,23.69,32.91,28.29,33.0,29.21,34.38,16.87,20.04,-1.7,13.48,23.1,28.05,27.46,26.64,9.73,8.94,23.82,15.95,24.65,12.51,7.66,8.75,4.44,5.77,94
94,AURUM.NS,-0.75,1.06,-5.6,-2.08,-4.66,-5.14,-5.08,-6.19,,18.76,4.27,1.16,2.25,3.58,2.75,2.0,0.46,0.45,2.45,2.4,-149.74,-149.74,-8.69,-8.69,,,,,,,,,,,,,,,,,,,95
95,AUTOAXLES.NS,15.83,21.38,18.96,25.12,21.33,28.15,11.97,15.82,4.1,6.33,7.73,11.18,22.57,30.36,18.88,18.66,13.12,12.94,10.62,10.3,3.48,3.31,,,,,,,,,,,,,,,,,,,,,96
96,AUTOIND.NS,13.32,20.3,15.09,22.98,24.58,23.88,17.95,37.19,-758.05,-12.63,-275.73,-40.63,-4.5,-5.91,-108.89,-7.09,-121.69,-5.86,-34.73,-14.74,-22.71,-11.4,-31.21,-23.31,0.41,0.3,14.54,10.09,9.96,6.66,7.25,4.45,2.63,1.46,17.32,9.85,14.95,11.78,34.78,12.18,24.37,5.34,97
97,AVANTIFEED.NS,20.64,27.27,15.51,20.28,13.2,17.22,12.32,16.2,20.31,26.54,23.84,30.88,21.03,30.48,44.24,43.06,34.26,33.31,41.17,40.05,44.82,42.08,40.16,36.38,25.18,22.23,29.39,24.37,4.79,4.18,-1.73,-1.38,-10.04,-7.55,1.23,0.87,2.34,1.31,11.12,6.96,14.73,12.32,98
98,AVTNPL.NS,7.62,11.3,9.8,13.68,17.05,23.35,18.59,24.83,13.16,17.81,13.09,17.14,8.06,11.83,8.62,8.25,11.85,11.26,11.09,10.75,15.52,15.07,29.53,28.61,37.56,36.03,52.98,48.97,19.38,16.52,13.19,10.74,15.41,12.2,22.5,20.12,24.8,20.37,25.83,19.65,20.23,13.2,99
99,BAJAJ-AUTO.NS,25.35,33.26,30.08,38.68,22.13,28.72,18.81,22.76,18.07,22.96,25.59,32.08,21.46,28.28,21.29,29.5,22.46,30.32,29.62,28.67,26.31,25.38,33.75,32.37,38.51,36.47,49.72,46.53,68.01,61.93,58.05,38.24,35.0,19.5,47.6,24.66,22.35,16.89,23.54,17.47,,,100
100,BAJAJCON.NS,16.5,19.88,18.34,22.11,17.03,20.51,20.79,25.2,28.6,34.78,28.13,34.72,46.61,59.64,42.79,54.64,44.03,44.03,40.75,39.93,35.23,35.23,28.81,28.81,34.59,34.5,28.06,27.97,22.34,22.24,300.63,295.23,91.0,90.75,-1.27,-1.27,-25.0,-18.18,,,,,101
101,BAJAJCORP.NS,,,18.34,22.11,17.03,20.51,20.79,25.2,28.6,34.78,28.13,34.72,46.61,59.64,42.79,54.64,44.03,44.03,40.75,39.93,35.23,35.23,28.81,28.81,34.59,34.5,28.06,27.97,22.34,22.24,300.63,295.23,91.0,90.75,-1.27,-1.27,-25.0,-18.18,,,,,102
102,BAJAJELEC.NS,8.55,12.07,9.14,14.11,11.75,17.29,8.6,14.22,11.44,17.51,0.0,11.76,15.5,27.3,8.85,8.07,12.35,25.43,12.85,10.54,-2.05,-1.52,-0.75,-0.61,7.11,6.49,17.05,15.51,23.88,21.39,24.14,21.14,37.86,27.32,44.32,26.38,36.11,17.37,36.04,14.42,22.54,8.25,103
103,BAJAJFINSV.NS,18.62,24.24,17.81,23.29,13.95,18.46,9.71,12.8,4.7,6.39,18.86,19.12,9.71,10.21,4.91,5.74,2.53,3.73,6.05,6.0,4.91,4.88,3.38,3.36,2.11,2.1,5.29,5.26,13.54,13.43,2.41,1.9,3.43,2.69,3.72,2.89,,,,,,,104
104,BAJAJHIND.NS,0.1,1.11,-2.07,0.66,-3.34,0.62,-7.81,0.4,-10.0,-0.23,-3.39,2.78,-1.88,2.69,-12.62,2.5,0.19,7.95,-3.02,-1.1,-60.72,-12.26,-59.9,-28.98,,,,,,,,,,,,,,,,,,,105
105,BAJAJHLDNG.NS,6.66,7.14,15.37,15.42,10.92,11.03,10.59,10.7,1.41,2.18,17.08,19.23,7.17,8.26,7.82,8.61,7.33,9.12,18.68,18.59,14.55,14.47,13.26,13.18,12.78,12.73,11.7,11.65,21.72,21.61,20.05,19.71,6.11,6.09,9.81,9.78,22.35,16.89,23.54,17.47,17.63,13.08,106
106,BAJFINANCE.NS,18.93,42.2,17.55,13.78,19.98,13.95,15.1,11.88,11.0,11.69,15.34,14.72,19.88,11.26,16.02,14.09,19.13,14.95,17.21,14.64,18.7,3.84,18.01,4.89,17.56,5.38,19.98,4.78,18.18,5.81,7.75,3.07,3.11,2.25,1.93,1.2,4.78,2.93,4.36,2.42,20.29,13.59,107
107,BALAJITELE.NS,,,3.34,5.4,3.44,5.38,0.4,1.83,2.33,2.29,5.47,9.12,1.99,2.61,1.65,5.67,5.1,0.39,5.94,5.94,2.85,2.85,2.36,2.36,3.19,3.19,2.85,2.85,-0.85,-0.85,3.78,3.77,6.76,6.72,23.95,23.66,26.21,25.8,23.81,23.38,19.47,18.96,108
108,BALAMINES.NS,9.43,12.14,11.16,14.54,16.24,21.05,25.82,31.45,25.82,28.87,17.03,18.8,20.53,24.17,24.23,30.95,22.68,30.98,21.0,15.14,15.29,9.87,16.57,9.98,18.07,9.68,24.39,13.08,23.43,12.55,23.14,12.78,21.75,10.62,23.42,12.69,23.2,13.83,28.18,14.49,18.71,8.39,109
109,BALKRISIND.NS,15.68,20.01,16.22,20.03,14.21,16.59,20.37,25.38,19.23,24.57,18.79,21.45,16.71,23.63,18.05,25.43,20.15,25.96,20.3,14.67,21.32,12.72,25.91,13.01,25.07,11.41,24.86,12.11,22.3,23.06,31.58,24.49,15.02,10.88,25.67,17.55,23.91,13.69,24.02,13.42,39.97,22.21,110
110,BALLARPUR.NS,-14.46,-1.81,,,,,,,,,0.0,203.67,-961.0,-3.37,-39.65,-2.43,-750.2,-11.72,1.29,0.6,0.55,0.42,,,,,,,,,,,,,,,,,,,,,111
111,BALMLAWRIE.NS,,,14.25,18.88,11.34,15.08,9.3,12.3,8.9,11.55,13.42,17.22,14.49,21.0,14.71,20.2,14.61,21.16,15.43,14.53,16.32,15.6,19.11,26.42,22.51,21.28,22.3,20.74,22.68,20.77,25.39,24.79,26.16,25.81,26.75,25.16,25.97,23.04,20.72,15.93,15.23,9.71,112
112,BALRAMCHIN.NS,9.6,13.04,13.2,18.22,9.58,12.96,18.65,21.21,18.32,22.14,21.48,22.46,27.39,25.72,13.93,21.45,38.42,43.41,8.14,5.26,-5.11,-3.21,0.29,0.18,12.24,9.03,0.54,0.33,12.75,8.66,,,,,,,,,,,25.43,15.63,113
113,BANCOINDIA.NS,31.3,36.32,34.38,39.53,33.62,37.78,12.5,15.71,13.02,16.65,13.01,18.48,18.53,24.72,19.47,23.82,19.78,24.54,18.11,17.63,10.2,9.78,17.03,15.69,10.36,8.99,22.89,19.5,22.23,21.34,33.97,32.62,25.38,23.8,33.38,30.66,27.06,21.07,17.1,13.38,15.68,14.6,114
114,BANG.NS,-2.54,-2.71,-8.93,-6.81,1.36,4.68,5.31,5.98,1.51,2.22,8.84,2.81,0.08,3.61,4.48,5.8,5.41,10.06,1.94,1.86,-9.03,-8.64,-25.24,-24.45,1.26,1.22,0.28,0.28,7.5,7.21,2.39,1.77,0.76,0.56,9.32,7.66,46.99,20.68,32.51,8.46,17.67,6.73,115
115,BASF.NS,13.65,16.85,17.47,22.73,14.91,18.99,25.46,30.89,30.93,24.4,1.33,7.0,5.78,1.73,18.34,12.12,-1.28,5.8,-2.72,-1.43,-5.75,-2.8,10.22,5.67,9.98,7.7,9.61,8.85,12.17,11.05,36.8,36.36,17.81,17.51,17.47,17.2,16.5,16.29,16.42,16.29,14.96,14.54,116
116,BATAINDIA.NS,20.97,14.91,17.1,19.42,22.25,21.83,5.56,8.48,-5.13,-0.36,17.23,20.54,18.87,26.05,15.11,14.1,11.97,11.1,18.91,17.01,23.22,20.64,,,,,,,,,,,,,,,,,,,,,117
117,BAYERCROP.NS,19.92,23.96,25.98,32.03,27.95,31.31,25.56,29.74,19.33,30.05,18.44,26.96,15.12,20.76,16.87,16.02,14.14,13.58,17.13,16.51,18.84,18.27,16.61,16.15,60.15,58.7,17.53,16.77,19.55,13.81,22.73,22.19,20.94,20.34,13.29,12.79,,,,,,,118
118,BBOX.NS,2.57,3.41,-4.76,1.35,1.77,3.65,2.03,3.92,-0.67,5.23,-1.83,14.04,1.37,11.27,37.11,30.87,-33.15,-23.42,-64.39,-43.31,-0.4,-0.32,-154.52,-138.32,-9.7,-9.32,6.21,6.02,4.73,4.6,,,,,,,,,19.1,18.99,16.53,16.31,119
119,BBTC.NS,63.09,72.18,-3.02,31.28,4.26,10.73,4.68,19.24,1.22,12.89,-7.28,8.48,-7.66,3.61,-8.88,-5.61,-0.97,-0.82,-15.64,-10.99,2.77,1.96,1.96,1.53,7.16,5.32,50.6,33.86,53.22,26.13,17.62,4.2,-30.79,-3.52,11.86,3.02,14.16,3.89,11.97,3.7,9.46,2.97,120
120,BCG.NS,0.0,0.03,,,0.59,0.86,0.1,0.23,1.33,1.71,-0.24,0.75,-0.54,1.62,-0.5,1.66,-0.47,1.77,-1.1,-0.95,0.28,0.24,1.49,1.16,1.65,1.31,7.61,6.01,19.82,16.28,12.15,10.03,28.88,22.67,44.43,35.61,16.13,10.58,6.38,5.7,5.26,5.13,121
121,BDL.NS,,,16.84,11.33,10.96,7.52,16.49,18.75,9.6,10.02,20.51,22.16,18.62,26.5,26.99,32.83,23.87,29.94,31.38,18.38,26.83,12.42,28.22,27.26,26.52,24.01,,,,,,,,,,,,,,,,,122
122,BEDMUTHA.NS,17.05,16.14,16.8,17.65,12.57,16.56,10.55,14.71,249.47,85.17,0.0,-9.28,0.0,-3.38,0.0,-8.89,-56.34,6.35,-43.56,-11.18,-7.01,-2.35,1.02,0.42,1.82,1.11,-0.27,-0.23,2.15,1.82,35.09,20.6,36.87,10.24,27.59,6.13,3.58,0.72,3.11,0.79,2.84,1.11,123
123,BEL.NS,26.84,34.26,24.99,31.11,22.13,27.49,19.6,22.72,19.11,23.93,18.2,22.29,21.36,27.05,18.02,22.51,20.61,24.18,15.54,14.66,14.8,14.01,13.27,12.6,14.11,13.32,14.76,13.96,17.27,16.36,16.58,16.41,19.58,19.35,25.57,25.23,27.7,27.27,28.54,27.95,28.01,27.31,124
124,BEML.NS,10.3,11.57,10.7,11.93,6.62,10.15,5.83,7.02,3.36,3.61,3.02,1.77,2.9,6.34,5.88,7.05,3.87,4.85,2.49,1.75,0.32,0.22,0.22,0.15,-3.83,-2.54,2.63,1.93,7.0,6.17,10.93,10.75,14.03,13.8,13.22,13.03,19.82,19.44,21.24,20.78,23.85,23.13,125
125,BEPL.NS,17.97,23.92,19.5,25.77,12.74,18.05,35.64,47.25,48.96,63.61,18.76,21.95,15.56,24.1,38.6,58.79,21.89,38.97,13.07,12.67,4.78,2.78,1.35,0.74,1.07,0.57,0.98,0.49,29.94,14.88,13.14,5.08,-16.41,-5.5,8.56,3.02,6.91,2.23,13.02,3.93,14.85,3.86,126
126,BERGEPAINT.NS,18.96,23.88,20.27,25.82,19.28,25.27,19.92,25.49,20.75,27.24,26.63,32.75,18.5,30.26,20.14,30.67,23.21,30.94,23.5,22.72,20.59,19.84,20.71,19.95,21.33,20.69,23.47,20.44,20.53,20.06,19.21,18.84,21.43,20.43,26.47,25.74,30.26,29.23,30.81,29.55,25.63,23.9,127
127,BFUTILITIE.NS,9.72,11.6,6.8,8.08,4.17,4.27,2.13,3.13,-1.33,-2.16,1.93,2.14,21.2,19.82,15.67,13.93,8.59,11.39,-1.3,-0.83,,,,,,,,,,,,,,,,,,,,,,,128
128,BGRENERGY.NS,0.0,47.8,0.0,-101.25,-118.67,-30.17,-20.19,4.89,-33.43,-15.55,0.95,11.83,2.06,16.12,2.3,17.92,3.2,14.51,2.04,1.01,3.13,1.44,8.43,3.64,13.42,6.01,20.05,9.25,34.13,14.34,28.58,21.44,20.5,15.48,17.91,15.8,46.65,36.61,,,,,129
129,BHANDARI.NS,,,6.21,8.89,4.04,7.52,4.73,8.18,9.24,11.53,9.17,16.01,12.92,18.39,12.94,18.84,16.12,19.88,23.2,13.81,15.7,12.58,9.66,6.95,12.17,8.03,12.5,10.0,1.83,1.23,5.41,5.41,4.03,4.03,4.61,4.61,5.89,5.89,3.71,3.71,3.87,3.87,130
130,BHARATFIN.NS,,,,,,,,,,,,,23.3,48.16,15.18,8.09,11.83,5.87,21.9,8.24,17.93,8.86,15.21,7.38,-76.11,-32.32,-316.29,-178.38,6.26,4.52,18.23,5.06,12.27,3.05,7.82,1.65,3.08,0.68,10.41,1.9,,,131
131,BHARATFORG.NS,12.05,18.31,16.62,21.16,13.57,17.19,15.15,16.4,5.24,6.14,8.84,11.63,19.84,24.26,15.32,23.2,13.82,10.87,19.47,13.17,20.56,13.65,14.84,9.38,13.22,7.77,16.89,9.28,15.57,8.69,8.31,3.74,6.75,3.07,18.57,10.74,18.61,9.99,17.93,10.32,38.22,20.13,132
132,BHARATGEAR.NS,2.82,2.2,-8.8,2.23,11.18,15.09,23.88,24.42,-10.43,7.54,-23.59,-1.67,14.15,21.58,8.09,14.93,-2.19,-1.21,0.36,0.17,-6.35,-3.08,0.83,0.38,6.92,3.89,27.19,16.31,18.85,10.21,14.14,7.36,10.47,4.6,28.22,11.74,29.12,9.54,28.09,4.5,42.82,4.89,133
133,BHARATRAS.NS,,,8.31,11.29,14.51,20.92,22.95,31.36,22.59,29.92,27.94,37.43,27.28,37.33,32.96,41.12,27.17,38.54,23.13,16.85,28.06,16.69,24.51,11.07,15.32,6.71,18.57,16.31,13.46,12.91,13.51,13.3,13.39,13.16,13.22,12.94,2.97,2.79,5.41,4.86,3.75,3.18,134
134,BHARATWIRE.NS,9.83,12.84,14.57,18.58,11.11,16.75,3.02,6.22,-3.85,1.72,-156.08,2.31,-44.68,-0.3,0.17,0.04,1.73,0.46,0.97,0.39,2.78,1.79,2.17,1.56,2.18,1.5,3.23,2.19,7.38,3.67,,,,,,,,,,,,,135
135,BHARTIARTL.NS,16.77,10.68,4.94,8.65,-0.11,7.8,-4.59,5.66,-32.57,4.05,-35.7,0.95,-1.9,-0.12,0.07,3.09,-9.8,7.49,6.96,4.94,16.86,12.76,,,,,,,,,,,28.13,21.84,30.93,23.27,35.34,24.1,27.44,16.6,-11.9,-5.83,136
136,BHEL.NS,2.04,3.65,1.04,2.79,1.64,2.66,1.52,2.24,-10.25,-9.15,-5.04,-0.41,3.84,5.63,2.47,4.42,1.53,2.38,-2.2,-1.81,4.16,4.84,10.47,10.9,21.72,22.59,27.74,27.25,29.82,26.4,27.08,41.09,24.25,37.05,26.53,40.93,27.47,42.32,22.99,29.15,15.81,20.09,137
137,BHUSANSTL.NS,,,,,,,,,87.14,12.99,-180.1,2.85,168.43,7.03,0.0,-2.03,0.0,3.97,-147.46,1.05,-16.17,3.06,0.68,4.59,10.15,7.3,14.0,9.32,17.24,10.0,21.38,8.48,20.77,6.02,26.07,9.27,25.79,11.06,17.34,8.69,20.99,14.22,138
138,BINANIIND.NS,-3.65,1.01,0.0,3.02,0.0,50.13,0.0,-11.22,0.0,402.72,-135.22,588.08,-181.19,0.21,-0.22,1.58,0.47,2.29,0.67,0.54,0.5,0.4,0.67,0.6,6.24,1.32,6.7,1.78,5.82,1.89,7.71,5.26,18.11,11.93,9.23,5.25,10.44,5.98,10.03,3.62,-32.48,-8.85,139
139,BINDALAGRO.NS,0.34,0.42,0.25,0.44,1.52,2.38,1.85,2.5,2.05,3.32,2.99,5.25,2.07,2.97,1.9,3.12,2.09,3.31,1.75,1.75,1.75,1.72,3.42,3.37,0.1,0.1,3.92,3.81,4.24,4.1,-0.63,-0.63,1.27,1.27,13.56,13.43,6.12,6.12,-2.13,-1.82,0.0,-1.92,140
140,BIOCON.NS,5.28,2.09,1.09,2.55,26.09,1.44,1.06,1.69,3.54,4.47,5.85,5.13,6.92,4.91,3.53,3.45,7.94,7.67,6.14,5.91,13.98,13.04,13.65,12.61,12.49,11.55,12.19,11.32,23.6,21.64,15.86,14.8,8.13,7.54,32.76,30.57,16.83,15.38,16.64,15.37,25.1,23.35,141
141,BIRLACABLE.NS,1.97,6.61,8.92,13.41,14.56,19.14,11.65,18.07,4.87,8.24,0.65,4.09,27.38,37.18,13.28,19.88,3.46,2.94,9.24,7.37,14.38,11.82,24.67,19.69,9.13,8.96,-8.52,-8.18,-7.12,-6.77,3.47,2.7,-9.05,-6.37,1.34,0.97,-0.92,-0.63,3.2,2.06,1.05,0.64,142
142,BIRLACORPN.NS,,,3.53,5.5,0.88,2.59,4.77,5.63,8.87,8.27,7.26,9.25,3.26,5.04,2.78,1.72,6.74,3.8,5.8,3.77,6.7,4.03,5.15,3.25,11.04,7.01,10.69,7.05,15.6,10.74,31.24,24.11,25.28,21.2,39.49,32.82,49.64,36.91,33.56,20.39,28.72,16.92,143
143,BIRLAMONEY.NS,31.41,80.02,32.55,10.12,31.05,9.33,35.1,7.49,32.96,9.65,38.32,9.34,46.51,7.14,67.79,4.21,18.45,13.9,4.4,3.15,27.25,19.38,-30.04,-21.75,-46.04,-35.14,-43.04,-35.42,-16.45,-14.09,17.25,14.26,1.39,1.28,47.85,24.09,32.5,14.27,35.93,12.3,38.31,20.05,144
144,BLISSGVS.NS,6.51,9.2,5.12,11.31,9.12,12.74,10.88,14.42,8.93,11.92,13.52,17.59,12.33,19.12,10.53,16.83,12.02,20.21,15.18,14.45,16.3,14.74,17.12,14.69,21.9,17.85,25.1,24.56,24.38,23.78,31.32,30.5,38.4,37.84,54.51,52.87,16.32,14.91,26.67,23.36,11.59,10.95,145
145,BLKASHYAP.NS,5.02,9.34,5.13,12.03,8.05,15.74,11.1,12.35,0.46,11.08,-5.82,2.81,2.5,9.27,9.47,19.02,2.96,15.66,0.22,0.11,-12.14,-7.11,-17.76,-11.75,1.47,1.06,0.28,0.2,8.76,6.54,8.1,5.98,16.36,12.37,28.75,23.79,18.78,14.81,11.53,11.04,73.84,46.86,146
146,BLS.NS,20.55,15.61,41.37,38.73,52.95,58.84,27.27,29.02,37.35,42.14,55.45,71.08,39.29,54.71,41.78,48.56,17.44,25.22,8.45,7.74,5.31,3.7,,,,,,,,,,,,,,,,,,,,,147
147,BLUEDART.NS,15.06,19.57,20.06,25.07,29.07,36.44,39.42,50.99,14.18,20.98,-6.56,5.79,13.17,19.18,22.87,33.99,26.75,19.53,40.36,23.04,42.69,19.39,19.58,18.79,29.03,27.87,,,,,,,,,,,,,,,23.9,17.94,148
148,BLUESTARCO.NS,,,14.63,21.1,28.67,28.71,12.66,19.79,7.17,12.64,14.22,21.44,12.67,25.66,13.94,19.21,12.2,19.18,18.22,14.36,24.4,24.22,14.33,14.25,10.46,10.39,-18.81,-18.69,27.02,26.88,43.01,42.23,49.05,48.83,65.96,65.02,33.36,26.37,28.25,21.04,26.31,24.71,149
149,BODALCHEM.NS,1.69,6.61,0.68,3.87,2.76,4.97,12.13,14.51,4.89,6.37,9.61,12.45,17.24,26.07,18.16,27.04,36.65,53.76,36.15,33.69,57.21,32.28,44.47,9.87,-55.19,-7.04,-47.67,-15.79,21.3,7.29,24.25,6.34,-21.87,-7.64,35.62,15.37,35.01,21.18,46.99,24.71,-382.88,-159.79,150
150,BOMDYEING.NS,20.9,2.72,159.74,1.5,0.0,2.39,0.0,9.22,0.0,1.03,554.2,10.08,680.97,48.09,5.4,20.8,-44.26,24.27,-22.56,7.73,5.18,10.49,5.17,10.98,16.24,12.06,14.31,11.08,6.12,12.6,8.75,13.85,-115.25,-1.66,4.21,7.68,9.09,6.94,16.07,9.49,7.76,8.56,151
151,BORORENEW.NS,3.07,5.67,-1.91,0.43,10.08,10.73,21.13,23.35,14.59,23.0,0.13,1.9,5.39,8.34,5.64,8.57,16.41,6.24,9.18,10.43,7.04,9.57,5.65,7.03,3.16,4.18,5.21,5.21,97.13,97.13,-181.43,-39.86,-24.46,-14.51,1.4,0.79,29.4,15.56,17.25,6.62,-8.94,-2.84,152
152,BOSCHLTD.NS,14.57,19.56,20.64,19.47,12.93,16.86,11.38,13.76,4.91,12.88,7.01,17.06,17.51,24.76,13.73,13.17,19.78,18.98,16.06,15.41,18.2,16.97,,,,,,,,,,,,,,,,,,,,,153
153,BPCL.NS,16.39,21.1,35.71,39.51,3.59,7.63,17.69,17.53,34.91,20.37,8.07,8.79,19.41,17.19,23.36,21.87,27.09,23.79,27.36,16.77,22.63,13.7,20.86,11.99,15.88,10.87,8.79,6.92,11.0,8.36,11.74,5.65,6.06,4.14,13.53,9.09,17.57,12.79,3.21,2.35,15.11,11.02,154
154,BRFL.NS,,,,,,,0.0,-207.36,-69.4,-29.88,-259.35,-109.1,-64.8,-52.59,-6.57,1.13,-5.69,10.2,1.79,0.91,-2.95,-1.43,-14.84,-7.22,5.95,3.77,6.92,4.52,8.5,5.46,9.21,5.13,17.33,6.19,20.03,11.25,11.26,7.85,11.85,8.1,15.82,13.69,155
155,BRIGADE.NS,7.44,8.14,7.53,9.51,9.79,11.18,8.66,11.32,5.2,10.0,10.25,13.44,10.15,13.46,7.75,4.75,9.67,15.43,10.13,5.82,5.31,3.58,7.05,4.38,5.31,3.04,4.99,2.91,10.6,6.62,4.5,2.75,8.34,5.83,11.09,8.4,50.77,19.29,53.6,23.26,40.95,11.57,156
156,BRITANNIA.NS,54.82,64.85,59.02,66.91,67.24,57.73,66.72,72.25,53.02,60.59,34.72,38.79,27.78,42.19,29.29,29.06,32.67,32.36,44.05,43.43,50.37,49.41,43.33,41.74,36.74,28.68,35.9,26.94,32.19,14.15,29.4,13.69,21.87,20.64,25.27,24.47,17.5,17.46,26.66,25.87,33.78,32.53,157
157,BRNL.NS,-74.7,-72.88,-3.06,0.63,-10.79,-3.81,-39.14,-1.7,-2.69,-1.11,0.19,0.44,1.21,5.12,2.47,3.91,0.38,1.68,2.79,0.05,0.0,112.08,0.0,0.41,0.0,0.08,,,,,,,,,,,,,,,,,158
158,BSE.NS,29.68,41.58,26.49,14.52,7.35,10.42,8.53,11.39,4.44,5.95,8.02,3.84,7.65,8.12,20.32,10.73,8.17,8.2,5.75,8.71,3.43,3.36,3.58,3.5,1.93,1.72,5.4,4.78,9.17,8.52,11.25,11.24,12.27,12.24,11.47,11.39,8.98,8.97,6.39,6.33,8.24,8.22,159
159,BSL.NS,6.83,15.68,9.96,17.39,16.24,16.1,12.85,21.32,1.73,15.38,2.21,16.58,1.13,15.76,1.32,11.67,7.49,17.38,9.71,5.59,10.7,6.09,5.03,2.51,0.54,0.24,0.2,0.08,8.96,3.97,6.39,2.94,0.12,0.04,-16.35,-5.49,1.98,0.77,3.91,2.03,2.42,1.2,160
160,BSOFT.NS,,,20.34,25.77,16.41,20.87,18.63,23.72,13.89,19.51,11.61,17.39,14.15,12.33,11.8,11.08,12.31,11.29,16.66,14.41,19.31,17.86,14.29,12.94,11.61,10.32,12.15,11.5,11.94,11.39,20.28,17.73,36.57,24.81,23.51,18.86,23.99,16.95,19.58,13.64,21.39,17.89,161
161,BURNPUR.NS,,,0.0,6.59,0.0,-0.22,0.0,-2.44,0.0,12.11,0.0,6.42,0.0,-30.56,0.0,-104.97,-151.47,-42.92,-12.8,-3.95,1.09,0.96,2.71,2.33,3.59,3.0,1.18,1.03,0.58,0.53,1.18,0.66,-0.7,-0.5,2.59,1.84,7.33,3.91,4.67,3.06,2.96,2.13,162
